name	CK12	DA21	CK31	DA23	DA13	DA12	A11	AD32	A21	CK21	AD22	CK22	AD21	AD12	DA22	A23	CK23	AD33	AD31	DA11	CK33	AD23	A22	AD11	AD13	CK13	A13	A12	CK11	CK32
Corynebacterium_xerosis	0	4.51E-05	1.41E-05	3.30E-05	1.41E-05	0	0	7.47E-06	1.65E-05	4.02E-05	5.80E-06	5.82E-06	2.42E-05	0.000155968	1.84E-05	0.000114422	5.41E-05	2.90E-05	8.68E-06	0	1.54E-05	4.90E-06	2.84E-05	1.55E-05	0	0	0	5.67E-06	2.07E-05	3.69E-05
Corynebacterium_yudongzhengii	0	0	0	0	0	0	0	0	0	0	0	7.28E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacteriaceae_bacterium_'ARUP_UnID_227'	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.69E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia_lutea	0	2.12E-06	4.59E-06	0	0	0	7.33E-06	6.15E-06	0	0	0	0	1.01E-06	0	0	0	6.56E-06	5.13E-06	7.66E-06	0	7.08E-06	0	0	0	1.94E-06	6.09E-06	2.46E-06	0	2.96E-06	2.01E-06
Dietzia_maris	0	0	0	0	0	0	0	0	0	0	0	0	0	7.08E-05	0	0	0	0	0	0.000112604	0	0	0	0	0	0	0	0	0	0
Dietzia_psychralcaliphila	5.23E-05	2.68E-05	3.99E-05	6.82E-05	2.97E-05	1.97E-05	3.64E-05	4.53E-05	8.04E-06	6.10E-05	2.75E-06	3.06E-05	8.81E-06	2.44E-05	5.74E-05	2.40E-06	6.07E-05	3.70E-05	0.000105195	2.63E-05	2.88E-05	2.87E-06	1.75E-06	3.55E-05	1.33E-05	7.40E-05	2.43E-05	2.34E-05	3.65E-05	2.41E-05
Dietzia_sp._CQ4	5.64E-05	0	2.87E-07	3.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69E-07	0	0	2.42E-05	0	0	0	0	0	0	0	0	0
Dietzia_sp._D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dietzia_sp._DQ12-45-1b	0	0.00035677	0.000177022	0	0	0.000131459	0	0	0	0	0	0.000478909	0	0	0	0	0	0.000203304	0	0.000779263	0	0	0	0	0.000244052	0	0	0	0.000198238	0.000246786
Dietzia_sp._oral_taxon_368	0	4.87E-05	1.15E-05	8.41E-05	0.000118342	6.39E-06	3.05E-05	0.00011209	0	0.000205433	1.43E-05	5.46E-05	7.05E-06	6.34E-05	4.00E-05	1.68E-05	0.000201797	2.45E-05	0.000149622	0.000133892	2.92E-05	2.87E-06	2.66E-05	7.96E-05	4.78E-05	0	6.20E-05	0	2.61E-05	3.35E-06
Dietzia_timorensis	0	5.64E-06	2.01E-06	0	0	0	0	0	0	0	0	6.55E-06	0	0	0	0	0	2.22E-05	0	0	1.38E-05	0	6.11E-06	0	1.71E-05	0	1.34E-05	0	0	1.54E-05
Gordonia_ajococcus	0	0	0	0	0	0	0	0	0	1.00E-05	0	5.82E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia_alkanivorans	4.77E-05	0	2.87E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-05	0	0	3.75E-06	0	0	0.00042989	0	0	0	0	0	0
Gordonia_amarae	0	0	2.87E-07	0	0	0	0	0	0	0	0	0	0	0	0	1.44E-06	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0
Gordonia_bronchialis	0	3.31E-05	8.32E-06	4.29E-05	5.04E-06	3.73E-06	7.92E-06	1.32E-05	2.62E-05	2.32E-06	9.46E-06	2.11E-05	9.82E-06	0	2.00E-05	8.22E-05	2.87E-05	1.31E-05	1.48E-05	0	2.75E-05	5.40E-06	3.71E-05	1.72E-06	0	9.63E-06	0	8.68E-06	0	2.21E-05
Gordonia_insulae	0	7.05E-07	0	1.10E-06	1.51E-06	0	0	0	4.23E-07	0	0	0	2.52E-07	2.27E-06	3.07E-06	4.33E-06	0	5.69E-07	0	0	8.33E-07	0	3.93E-06	0	0	0	0	0	0	6.04E-06
Gordonia_iterans	7.69E-06	1.41E-06	5.74E-07	5.50E-06	3.53E-06	0	0	1.45E-05	2.96E-06	4.63E-06	2.75E-06	1.46E-06	8.31E-06	0	9.73E-06	1.63E-05	1.72E-05	6.26E-06	6.64E-06	2.80E-06	5.83E-06	3.04E-06	1.53E-05	0	0	6.59E-06	0	1.34E-06	0	1.34E-06
Gordonia_jinghuaiqii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-07	0	0	0	0	0	0
Gordonia_otitidis	0	7.05E-06	3.44E-06	3.30E-06	0	0	2.35E-06	0	2.54E-06	0	3.36E-06	4.37E-06	1.26E-06	0	2.05E-06	2.02E-05	1.07E-05	3.99E-06	4.09E-06	0	5.83E-06	2.03E-06	6.55E-06	1.72E-06	0	0	0	0	0	6.71E-07
Gordonia_phthalatica	0	0	0	0	0	0	1.29E-05	1.23E-05	4.65E-06	0	0	0	4.28E-06	1.62E-05	7.17E-06	0	1.07E-05	1.31E-05	9.19E-06	0	0	2.20E-06	0	1.79E-05	0	0	0	0	0	1.01E-05
Gordonia_polyisoprenivorans	0	0	2.87E-07	0	0	0	8.80E-07	4.40E-07	8.46E-07	3.86E-06	3.05E-07	2.18E-06	0	0	2.56E-06	4.81E-07	0	0	0	0	4.17E-07	8.44E-07	0	0	0	0	0	0	9.86E-07	4.02E-06
Gordonia_pseudoamarae	0	0	0	0	0	0	0	0	0	7.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia_rubripertincta	0	1.20E-05	0	1.76E-05	1.01E-05	4.79E-06	1.50E-05	0	0	0	3.97E-06	1.82E-05	0	0	2.56E-06	0	0	0	8.68E-06	1.01E-05	0	1.01E-06	0	0.00014548	0	1.93E-05	0	4.01E-06	6.90E-06	0
Gordonia_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia_sp._135	1.13E-05	1.69E-05	2.01E-06	3.85E-06	3.02E-05	0	0.000131364	0	0	1.39E-05	0	4.00E-05	0	0	0	0	0	9.11E-06	0	0	2.92E-06	0	0	0.001635442	0	0	1.61E-05	0	0	0
Gordonia_sp._1D	0	0	0	0	0	0	0	0	0	4.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45E-05	0	0	0	0	0	0
Gordonia_sp._JH63	0	0	4.02E-06	4.95E-06	0	0	0	0	0	0	0	0	3.52E-06	0	6.15E-06	2.88E-06	0	0	0	0	1.25E-06	0	0	2.62E-05	0	0	0	0	0	0
Gordonia_sp._KTR9	0	0	8.61E-07	0	6.04E-06	0	0	0	1.69E-06	0	0	0	0	0	2.56E-06	3.37E-06	4.10E-06	0	0	0	0	0	0	2.07E-06	0	1.72E-05	0	0	0	0
Gordonia_sp._PDNC005	0	0	0	0	0	0	0	0	4.23E-07	0	0	0	0	0	0	4.81E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia_sp._WA4-43	0	2.75E-05	0	0	0	0	0	0	0	0.000106578	0	3.71E-05	0	0	0	5.87E-05	0	0	0	0	3.58E-05	0	0	0	0	0	0	4.17E-05	0	2.62E-05
Gordonia_sp._X0973	0	8.46E-06	5.74E-07	6.05E-06	0	0	0	1.76E-06	1.27E-06	1.54E-06	1.53E-06	3.64E-06	0	0	0	8.65E-06	1.39E-05	1.14E-06	6.13E-06	0	1.67E-06	0	1.75E-06	0	0	0	0	0	0	1.34E-06
Gordonia_sp._YC-JH1	0	0	0	0	1.71E-05	0	0	0	1.18E-05	7.72E-06	9.76E-06	0	0	0	1.79E-05	5.29E-06	0	9.68E-06	0	0	0	0	7.42E-06	0	0	0	0	0	0	0
Gordonia_terrae	6.15E-06	1.20E-05	3.44E-06	1.65E-06	1.11E-05	5.85E-06	3.81E-06	4.84E-06	3.38E-06	2.70E-05	1.83E-06	4.37E-05	3.27E-06	0	1.90E-05	3.17E-05	3.20E-05	1.82E-05	7.66E-06	3.92E-06	1.25E-05	1.18E-06	1.31E-05	4.62E-05	0	4.56E-06	9.56E-06	5.01E-06	0	4.69E-06
Gordonia_westfalica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92E-06	0	0	0	0	0	0	0	0	0
Skermania_piniformis	0	2.12E-06	0	5.50E-07	0	0	0	4.40E-07	1.27E-06	7.72E-07	0	1.46E-06	7.55E-07	0	5.12E-07	2.88E-06	0	2.28E-06	5.11E-07	0	0	0	4.37E-07	3.45E-07	0	0	0	0	0	6.71E-07
Lawsonella_clevelandensis	0	4.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoyosella_subflava	0	0	1.72E-06	0	1.01E-06	0	0	0	0	3.86E-06	0	0	0	6.50E-07	5.12E-07	0	0.000745666	0	5.11E-07	1.12E-06	1.67E-06	0	4.37E-07	1.72E-06	6.46E-07	0	0	0	0	0
Mycobacterium_avium	4.15E-05	0	5.45E-06	1.10E-05	6.04E-06	0	0	6.15E-06	0	0	0	0	6.04E-06	0	0	5.91E-05	4.43E-05	3.08E-05	4.19E-05	3.36E-05	5.83E-06	0	1.27E-05	0	0	0	0	0	0	0
Mycobacterium_canettii	0	0	0	0	5.04E-07	0	0	0	4.23E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_colombiense	0	0	0	5.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_dioxanotrophicus	0	0	0	0	0	0	0	0	8.46E-07	0	0	0	0	5.52E-06	0	0	1.64E-06	0	1.02E-06	0	8.33E-07	3.38E-07	1.31E-06	0	0	2.03E-06	0	0	0	0
Mycobacterium_frederiksbergense	3.07E-06	3.10E-05	3.04E-05	1.70E-05	8.51E-05	6.92E-06	1.76E-05	7.96E-05	1.06E-05	4.63E-05	6.86E-05	4.44E-05	3.55E-05	3.57E-06	1.64E-05	3.70E-05	3.69E-05	4.56E-05	0.000113366	2.18E-05	4.46E-05	8.44E-06	1.09E-05	8.62E-06	1.45E-05	2.28E-05	4.76E-05	2.00E-06	1.58E-05	8.45E-05
Mycobacterium_gallinarum	6.15E-06	0	1.15E-06	8.24E-06	6.04E-06	3.19E-06	8.80E-06	0	3.38E-06	2.32E-06	2.75E-06	7.28E-06	0	3.25E-06	7.68E-06	2.88E-06	0	4.56E-06	2.04E-06	6.72E-06	7.92E-06	0	3.06E-06	1.38E-06	3.23E-06	7.10E-06	1.64E-06	2.34E-06	0	1.34E-06
Mycobacterium_goodii	0	0	0	0	2.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_grossiae	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_heckeshornense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_heraklionense	0	0	2.87E-07	4.40E-06	0	0	0	0	8.46E-07	3.09E-06	3.05E-07	0	0	0	1.54E-06	0	0	0	5.11E-07	0	4.17E-07	0	1.75E-06	0	0	0	0	1.67E-06	0	0
Mycobacterium_holsaticum	0	0	0	5.50E-07	0	0	8.80E-07	0	0	0	0	0	0	0	0	0	0	0	5.11E-07	0	0	0	0	0	0	0	0	0	2.47E-06	0
Mycobacterium_intracellulare	0	1.48E-05	0	0	1.31E-05	0	4.40E-06	2.64E-06	0	0	0	0	2.27E-06	5.52E-06	1.49E-05	0	0	8.54E-06	0	0	4.17E-06	0	0	0	0	0	0	0	0	0
Mycobacterium_koreense	0	1.41E-06	0	0	0	0	0	0	8.46E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_malmoense	0	7.05E-07	2.87E-07	0	0	0	0	0	0	0	0	0	0	2.92E-06	0	0	0	0	0	1.12E-06	8.33E-07	0	1.75E-06	1.72E-06	0	0	1.64E-06	0	9.86E-07	6.71E-07
Mycobacterium_mantenii	0	0	2.87E-07	5.50E-07	2.52E-06	0	0	0	0	0	0	0	0	0	1.02E-06	0	0	0	0	0	0	0	3.06E-06	0	0	0	0	0	0	0
Mycobacterium_marinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.16E-06	0	0	0	0	0	0	0	0	0	0
Mycobacterium_marseillense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-07	0	0	0	0	0	0	0	0	0
Mycobacterium_ostraviense	0	0	0	0	0	0	0	0	0	0	0	2.91E-06	0	0	0	0	0	5.69E-07	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_paragordonae	0	0	2.01E-06	1.10E-06	0	0	0	0	0	0	0	0	2.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48E-06	0
Mycobacterium_paraintracellulare	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01E-05	0	0	0	0	0	0	0	0	0	0
Mycobacterium_paraseoulense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71E-07
Mycobacterium_saskatchewanense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.81E-07	0	0	0	0	4.17E-07	0	0	0	0	2.03E-06	0	0	0	0
Mycobacterium_senegalense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.65E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_sp._DL440	0	0	0	5.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_sp._DL592	0	7.05E-07	0	5.50E-07	0	0	8.80E-07	2.20E-06	0	0	3.05E-07	7.28E-07	2.52E-07	9.75E-07	0	4.81E-07	0	0	1.02E-06	0	0	1.69E-07	3.06E-06	0	0	1.52E-06	0	6.68E-07	0	6.71E-07
Mycobacterium_sp._ELW1	0	0	0	1.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-06	0	0	5.31E-05	0	0	0	0	0	1.34E-06
Mycobacterium_sp._EPa45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0
Mycobacterium_sp._IWGMT90018-18076	0	0	0	1.65E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46E-07	0	0	0	0	6.71E-07
Mycobacterium_sp._JS623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12E-07	4.81E-07	0	0	0	0	0	0	0	3.45E-07	0	0	0	0	0	0
Mycobacterium_sp._MS1601	0	0	0	1.10E-06	0	0	0	0	0	1.54E-06	0	0	5.04E-07	0	0	2.40E-06	0	0	0	0	1.67E-06	0	8.73E-07	0	0	0	0	0	0	0
Mycobacterium_sp._THAF192	0	0	0	0	0	0	0	0	5.50E-06	0	0	0	0	0	0	0	0	0	0	0	4.58E-06	0	0	0	0	0	0	0	0	0
Mycobacterium_sp._VKM_Ac-1817D	0	0	0	0	0	0	0	0	0	6.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacterium_sp._YC-RL4	5.12E-06	2.61E-05	4.02E-06	2.36E-05	6.45E-05	9.58E-06	0	1.10E-05	1.18E-05	1.31E-05	3.97E-06	3.42E-05	1.76E-06	5.20E-06	1.33E-05	2.26E-05	1.48E-05	5.69E-06	7.66E-06	4.48E-05	1.92E-05	1.86E-06	6.11E-06	0	4.53E-06	4.06E-06	4.65E-06	0	1.92E-05	2.01E-06
Mycobacterium_sp._djl-10	9.22E-06	0	2.30E-06	0	0	0	0	4.84E-06	0	0	0	0	1.51E-06	0	4.10E-06	0	0	0	0	0	7.08E-06	0	1.79E-05	0	0	0	3.55E-06	0	0	0
Mycobacterium_spongiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89E-07	0	0	0	0	0	0
Mycobacterium_vicinigordonae	0	0	0	0	5.04E-07	5.32E-07	0	0	0	7.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34E-07	0	0
Mycobacteroides_abscessus	0	2.12E-06	0	5.11E-05	0	0	0	0	8.46E-07	1.54E-06	0	0	1.89E-05	5.72E-05	2.56E-06	1.59E-05	0	0.000116743	0	0	0	0	0	0	0	0	2.19E-06	0	0	0
Mycobacteroides_chelonae	0	0	0	0	0	0	0	1.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.50E-06	0	0	0	0	0	0	0	0	0
Mycobacteroides_franklinii	0	0	0	0	0	0	0	0	3.81E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycobacteroides_immunogenum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.81E-07	0	0	0	1.68E-06	0	0	0	0	0	0	0	0	0	0
Mycobacteroides_salmoniphilum	5.12E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17E-07	0	8.73E-07	0	0	0	0	3.34E-07	0	0
Mycolicibacter_hiberniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47E-06	0
Mycolicibacter_minnesotensis	0	0	0	0	0	0	0	1.32E-06	0	0	0	0	0	0	5.12E-07	9.62E-07	0	0	0	1.12E-06	2.08E-06	1.69E-07	4.37E-07	0	0	1.01E-06	0	0	0	0
Mycolicibacter_sinensis	0	0	0	0	0	0	0	0	0	0	1.59E-05	0	1.96E-05	0	3.02E-05	2.69E-05	0	0	2.35E-05	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacter_sp._MYC017	0	2.68E-05	8.61E-06	2.14E-05	0	0	0	8.79E-06	0	0	5.49E-06	7.28E-06	3.27E-06	0	1.23E-05	8.17E-06	3.86E-05	2.28E-06	9.19E-06	0	7.92E-06	5.07E-07	1.31E-06	0	0	0	5.47E-07	0	0	1.88E-05
Mycolicibacter_sp._MYC098	0	0	0	0	0	0	0	0	8.46E-07	0	0	0	0	0	0	0	0	0	0	1.68E-06	0	1.69E-07	0	0	0	0	0	0	0	0
Mycolicibacter_sp._MYC101	0	2.75E-05	0	0	0	0	0	6.15E-06	0	1.47E-05	0	0	4.28E-06	0	2.61E-05	8.65E-06	0	0	8.17E-06	0	0	0	1.75E-05	0	0	0	0	0	0	0
Mycolicibacter_sp._MYC123	0	3.24E-05	0	2.25E-05	0	0	0	0	9.31E-06	0	0	1.75E-05	7.30E-06	0	3.28E-05	1.78E-05	0	1.08E-05	0	6.72E-06	7.08E-06	2.20E-06	1.05E-05	0	0	0	0	0	0	0
Mycolicibacter_sp._MYC340	0	0	0	2.75E-06	0	0	0	0	0	0	0	0	0	0	0	2.88E-06	0	0	0	0	0	0	8.73E-07	0	1.29E-06	3.04E-06	0	0	0	0
Mycolicibacter_terrae	0	0	0	2.20E-06	2.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0
Mycobacterium_doricum	8.92E-05	3.24E-05	2.58E-06	9.34E-06	0.000443151	1.70E-05	1.61E-05	2.20E-05	1.27E-05	2.09E-05	1.22E-06	2.84E-05	2.27E-06	0.000126724	3.38E-05	1.25E-05	3.28E-05	3.99E-06	1.84E-05	4.54E-05	1.29E-05	6.76E-07	1.05E-05	3.62E-05	4.85E-06	0.00010294	1.89E-05	2.34E-06	0.000138076	1.61E-05
Mycolicibacterium_aichiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.86E-06	0	0	0	0	0	0
Mycolicibacterium_alvei	0	6.13E-05	5.45E-06	0.000132458	4.53E-06	2.45E-05	2.05E-06	1.01E-05	6.77E-06	6.10E-05	6.71E-06	5.82E-05	1.01E-05	2.27E-06	8.66E-05	1.30E-05	5.00E-05	6.83E-06	1.02E-05	0	1.42E-05	1.86E-06	2.01E-05	3.45E-06	9.70E-07	6.59E-06	4.92E-06	0	9.86E-06	4.69E-06
Mycolicibacterium_arabiense	5.64E-06	2.12E-06	0	3.30E-06	1.96E-05	0	0	8.79E-07	0	2.32E-06	1.22E-06	7.28E-07	3.52E-06	0	7.17E-06	0	8.20E-07	0	6.64E-06	3.36E-06	2.08E-06	3.38E-07	1.31E-06	1.38E-06	1.94E-06	0	0	0	0	2.01E-06
Mycolicibacterium_aubagnense	0	2.12E-06	0	0	0	5.32E-07	0	0	2.03E-05	2.32E-06	0	2.18E-06	0	0	2.05E-06	1.44E-05	8.20E-07	1.71E-06	0	1.68E-06	0	0	3.40E-05	0	0	1.52E-06	0	0	0	0
Mycolicibacterium_aurum	0	4.94E-06	2.87E-07	1.65E-06	0	1.60E-06	0	0	0	7.72E-06	0	0	0	0	6.15E-06	2.40E-06	3.28E-06	3.42E-06	0	0	0	0	8.73E-07	0	1.29E-06	0	8.20E-07	6.68E-07	1.48E-06	4.02E-06
Mycolicibacterium_austroafricanum	7.69E-06	0.000166399	8.89E-06	0.00011487	0	1.06E-05	1.03E-05	1.41E-05	2.07E-05	3.94E-05	1.16E-05	5.82E-05	1.21E-05	3.25E-05	0.000151136	3.70E-05	4.68E-05	2.16E-05	2.04E-05	7.84E-06	2.21E-05	3.55E-06	2.10E-05	8.62E-06	7.76E-06	5.02E-05	0	5.67E-06	0	2.15E-05
Mycolicibacterium_baixiangningiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium_boenickei	0	0	0	2.20E-06	0	0	0	0	0	0	0	0	0	0	1.54E-06	1.44E-06	0	0	0	3.92E-06	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium_brumae	0	0	0	0	0	0	0	0	0	0	0	4.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium_celeriflavum	0	1.41E-06	0	5.50E-07	1.91E-05	0	1.76E-06	0	0	0	3.05E-07	1.46E-06	0	0	5.12E-07	0	0	0	1.02E-06	1.68E-06	3.75E-06	0	0	1.41E-05	0	0	0	3.34E-06	0	4.69E-06
Mycolicibacterium_chitae	0	0	0	1.65E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71E-06	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium_chubuense	0	0	0	0	3.02E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.76E-07	0	0	0	0	0	0	0	0
Mycolicibacterium_confluentis	0	0	0	5.50E-07	1.51E-06	0	0	0	0	0	0	0	0	0	1.02E-06	0	0	0	0	0	5.42E-06	0	0	0	0	0	0	0	1.97E-06	0
Mycolicibacterium_duvalii	1.02E-06	2.82E-06	1.43E-06	2.20E-06	0	3.73E-06	3.81E-06	5.71E-06	0	1.24E-05	2.14E-06	8.73E-06	0	0	1.54E-06	3.85E-06	1.64E-05	1.71E-06	6.64E-06	1.68E-06	4.17E-07	1.69E-07	9.17E-06	0	0	7.61E-06	2.73E-06	0	2.96E-05	2.01E-06
Mycolicibacterium_fallax	4.15E-05	0.000284147	9.30E-05	0.000298443	5.14E-05	1.22E-05	1.79E-05	0.000152531	0.000128626	0.000176858	4.85E-05	0.000200152	0.000113048	1.69E-05	0.000289977	0.000397591	0.000222305	0.000232347	0.00021039	3.81E-05	0.000217509	3.09E-05	0.000231794	9.65E-06	1.39E-05	5.83E-05	1.64E-05	1.44E-05	1.92E-05	0.000186431
Mycolicibacterium_farcinogenes	0	0	0	1.65E-05	0	0	0	0	2.71E-05	0	0	1.97E-05	0	0	1.23E-05	9.13E-05	0	0	0	0	0	0	3.10E-05	0	0	0	0	0	0	0
Mycolicibacterium_flavescens	0	2.82E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69E-07	0	0	0	0	3.06E-06	3.45E-06	0	2.03E-06	0	0	0	0
Mycolicibacterium_fluoranthenivorans	0	2.82E-06	8.61E-07	4.40E-06	0	0	0	4.40E-07	4.23E-07	2.32E-06	6.10E-07	7.28E-07	1.26E-06	0	4.61E-06	5.77E-06	4.10E-06	1.14E-06	1.53E-06	0	8.33E-07	0	1.31E-06	0	1.94E-06	0	0	0	0	6.71E-07
Mycolicibacterium_fortuitum	0	0	4.59E-06	0	0	0	0	0	3.17E-05	9.27E-06	0	0	0	0	5.07E-05	2.16E-05	0	0	0	0	4.58E-06	2.70E-06	3.62E-05	0	0	0	0	0	0	9.39E-06
Mycolicibacterium_gadium	2.05E-06	1.41E-06	0	2.20E-06	3.02E-06	3.73E-06	1.17E-06	1.76E-06	1.69E-06	1.54E-06	0	0	2.52E-07	1.95E-06	2.05E-06	4.33E-06	0	2.28E-06	0	0	1.46E-05	6.76E-07	0	1.38E-06	0	0	0	0	0	6.71E-07
Mycolicibacterium_gilvum	0.000622617	0	0.00012337	6.60E-06	0	0	0.000747721	0.000151212	0	0.002484508	7.11E-05	4.37E-06	0	1.17E-05	2.56E-06	0.000594224	5.74E-06	1.14E-05	0	0.000344534	0.000597524	8.44E-07	0.000644745	0.000127209	6.14E-06	0.000842281	0.000841447	0.000868832	0	0.000417792
Mycolicibacterium_hassiacum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02E-06	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium_helvum	0	0	0	0	0	0	0	0	0	0	3.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium_insubricum	1.54E-06	1.76E-05	2.87E-06	1.10E-06	0	0	0	8.79E-06	5.08E-06	1.54E-06	1.22E-06	1.16E-05	1.01E-06	0	1.38E-05	1.39E-05	7.38E-06	2.28E-06	2.04E-06	0	1.33E-05	1.01E-06	3.49E-06	0	0	2.54E-06	2.46E-06	0	4.44E-06	4.02E-06
Mycolicibacterium_litorale	3.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium_madagascariense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69E-07	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium_mageritense	0	0	0	5.50E-07	0	0	0	0	0	2.32E-06	0	0	0	0	0	0	0	0	0	0	0	0	8.73E-07	0	0	0	0	0	0	0
Mycolicibacterium_mengxianglii	0	0	0	0	0	0	0	0	0	0	0	0	0	3.25E-07	0	0	0	0	5.11E-07	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium_monacense	5.64E-06	0	2.30E-06	1.10E-06	1.41E-05	0	2.05E-06	3.08E-06	1.27E-06	1.54E-06	0	4.37E-06	1.76E-06	2.60E-06	1.02E-06	9.62E-07	9.02E-06	3.99E-06	7.15E-06	1.79E-05	8.33E-06	0	0	8.27E-06	0	7.61E-06	1.34E-05	0	2.56E-05	1.34E-06
Mycolicibacterium_moriokaense	0	0	0	0	4.03E-06	5.32E-07	0	4.40E-07	8.46E-07	0	0	0	0	0	0	9.62E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycolicibacterium_mucogenicum	0	0	0	0	2.52E-06	0	0	0	0	0	0	0	0	0	5.12E-07	0	0	0	0	0	0	0	0	0	0	2.03E-06	0	0	0	0
